Loharano,Faritra,Daty,MRC Rt,Tily Genexpert,Tily ara-potoana,Tilytot tvm,Tilyvoatomb,Tily,Voa,Voatomb,Voavao tvm,Tsyvoa,Tsyvoatomb,Tilym,Voareh ilain,Voareh tomb,Voareh tvm,Sitranreh ilain,Sitranvao tvm,Sitranreh tvm,,Fahasarotana,Nodimandry vao,Nodimandry reh,Tahatsv,Tahasitr,MRC Rt,
,Anosy,2021-3-21,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-3-21,,,,,,,,2,2,,-2,,,,,,2,,,,,,,,,
,AtsimoAtsinanana,2021-3-21,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-3-21,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Betsiboka,2021-3-21,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-3-21,,,,,,,,20,20,,-20,,,,,,11,,,,3,,,,,
,Bongolava,2021-3-21,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-3-21,,,,,,,,11,11,,-11,,,,,,7,,,,,,,,,
,Matsiatra,2021-3-21,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Ihorombe,2021-3-21,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Itasy,2021-3-21,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Melaky,2021-3-21,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
,Menabe,2021-3-21,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,tsyvoalaza,2021-3-21,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-3-21,,,,,,,,2,2,,-2,,,,,,6,,,,,,,,,
,Sofia,2021-3-21,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Vakinakaratra,2021-3-21,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Vatovavy,2021-3-21,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Madagasikara,2021-3-22,,,,136115,597,597,,66,66,,531,,,22682,22682,,79,21141,,148,6,361,0.8894,0.9321,,
,Antananarivo,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-3-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-3-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-3-22,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Mania,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-3-22,,,,,,,,52,52,,-52,,,,,,59,,,,1,,,,,
,Analanjirofo,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Androy,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-3-22,,,,,,,,0,0,,0,,,,,,4,,,,,,,,,
,AtsimoAtsinanana,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-3-22,,,,,,,,2,2,,-2,,,,,,2,,,,1,,,,,
,Betsiboka,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-3-22,,,,,,,,5,5,,-5,,,,,,2,,,,1,,,,,
,Bongolava,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-3-22,,,,,,,,4,4,,-4,,,,,,12,,,,2,,,,,
,Matsiatra,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Ihorombe,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Itasy,2021-3-22,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Melaky,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,tsyvoalaza,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sofia,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Vakinakaratra,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,1,,,,,
,Vatovavy,2021-3-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Madagasikara,2021-3-23,,,,137115,1000,1000,,162,162,,838,,,22844,22844,,141,21282,,154,2,363,0.8380,0.9316,,
,Antananarivo,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-3-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-3-23,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Mania,2021-3-23,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-3-23,,,,,,,,84,84,,-84,,,,,,114,,,,1,,,,,
,Analanjirofo,2021-3-23,,,,,,,,8,8,,-8,,,,,,1,,,,,,,,,
,Androy,2021-3-23,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-3-23,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-3-23,,,,,,,,0,0,,0,,,,,,4,,,,,,,,,
,AtsimoAtsinanana,2021-3-23,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-3-23,,,,,,,,21,21,,-21,,,,,,9,,,,1,,,,,
,Betsiboka,2021-3-23,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-3-23,,,,,,,,10,10,,-10,,,,,,3,,,,,,,,,
,Bongolava,2021-3-23,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-3-23,,,,,,,,11,11,,-11,,,,,,,,,,,,,,,
,Matsiatra,2021-3-23,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Ihorombe,2021-3-23,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Itasy,2021-3-23,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Melaky,2021-3-23,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Menabe,2021-3-23,,,,,,,,8,8,,-8,,,,,,,,,,,,,,,
,tsyvoalaza,2021-3-23,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-3-23,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sofia,2021-3-23,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
,Vakinakaratra,2021-3-23,,,,,,,,15,15,,-15,,,,,,9,,,,,,,,,
,Vatovavy,2021-3-23,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Madagasikara,2021-3-24,,,,137115,814,814,,196,196,,618,,,23040,23040,,90,21372,,165,6,369,0.7592,0.9276,,
,Antananarivo,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-3-24,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-3-24,,,,,,,,6,6,,-6,,,,,,,,,,1,,,,,
,Mania,2021-3-24,,,,,,,,0,0,,0,,,,,,5,,,,,,,,,
,Analamanga,2021-3-24,,,,,,,,96,96,,-96,,,,,,38,,,,3,,,,,
,Analanjirofo,2021-3-24,,,,,,,,12,12,,-12,,,,,,,,,,,,,,,
,Androy,2021-3-24,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-3-24,,,,,,,,0,0,,0,,,,,,3,,,,,,,,,
,Atsimoandrefana,2021-3-24,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,AtsimoAtsinanana,2021-3-24,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-3-24,,,,,,,,24,24,,-24,,,,,,21,,,,,,,,,
,Betsiboka,2021-3-24,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-3-24,,,,,,,,19,19,,-19,,,,,,,,,,1,,,,,
,Bongolava,2021-3-24,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-3-24,,,,,,,,17,17,,-17,,,,,,14,,,,,,,,,
,Matsiatra,2021-3-24,,,,,,,,5,5,,-5,,,,,,,,,,,,,,,
,Ihorombe,2021-3-24,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Itasy,2021-3-24,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Melaky,2021-3-24,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-3-24,,,,,,,,4,4,,-4,,,,,,,,,,,,,,,
,tsyvoalaza,2021-3-24,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-3-24,,,,,,,,12,12,,-12,,,,,,9,,,,1,,,,,
,Sofia,2021-3-24,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Vakinakaratra,2021-3-24,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Vatovavy,2021-3-24,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Madagasikara,2021-3-25,,,,138616,687,687,,190,190,,497,,,23230,23230,,89,21461,,189,9,378,0.7234,0.9238,,
,Antananarivo,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-3-25,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-3-25,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Mania,2021-3-25,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-3-25,,,,,,,,78,78,,-78,,,,,,38,,,,1,,,,,
,Analanjirofo,2021-3-25,,,,,,,,11,11,,-11,,,,,,3,,,,1,,,,,
,Androy,2021-3-25,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-3-25,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-3-25,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
,AtsimoAtsinanana,2021-3-25,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-3-25,,,,,,,,17,17,,-17,,,,,,6,,,,3,,,,,
,Betsiboka,2021-3-25,,,,,,,,0,0,,0,,,,,,2,,,,,,,,,
,Boeny,2021-3-25,,,,,,,,18,18,,-18,,,,,,19,,,,4,,,,,
,Bongolava,2021-3-25,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-3-25,,,,,,,,22,22,,-22,,,,,,6,,,,,,,,,
,Matsiatra,2021-3-25,,,,,,,,6,6,,-6,,,,,,,,,,,,,,,
,Ihorombe,2021-3-25,,,,,,,,9,9,,-9,,,,,,,,,,,,,,,
,Itasy,2021-3-25,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Melaky,2021-3-25,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-3-25,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
,tsyvoalaza,2021-3-25,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-3-25,,,,,,,,16,16,,-16,,,,,,6,,,,,,,,,
,Sofia,2021-3-25,,,,,,,,1,1,,-1,,,,,,6,,,,,,,,,
,Vakinakaratra,2021-3-25,,,,,,,,4,4,,-4,,,,,,3,,,,,,,,,
,Vatovavy,2021-3-25,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Madagasikara,2021-3-26,,,,139250,634,634,,108,108,,526,,,23424,23424,,108,21569,,167,3,381,0.8297,0.9208,,
,Antananarivo,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sainte Marie,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fenoarivo Atsinanana,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ihosy,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soanerana Ivongo,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Vavatenina,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Tsiroanomandidy,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Atsiranana,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambilobe,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Nosy Be Hellville,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Port-Berger,2021-3-26,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-3-26,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Mania,2021-3-26,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-3-26,,,,,,,,116,116,,-116,,,,,,99,,,,,,,,,
,Analanjirofo,2021-3-26,,,,,,,,14,14,,-14,,,,,,,,,,2,,,,,
,Androy,2021-3-26,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-3-26,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-3-26,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,AtsimoAtsinanana,2021-3-26,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-3-26,,,,,,,,13,13,,-13,,,,,,6,,,,,,,,,
,Betsiboka,2021-3-26,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-3-26,,,,,,,,17,17,,-17,,,,,,,,,,1,,,,,
,Bongolava,2021-3-26,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-3-26,,,,,,,,11,11,,-11,,,,,,,,,,,,,,,
,Matsiatra,2021-3-26,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Ihorombe,2021-3-26,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Itasy,2021-3-26,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Melaky,2021-3-26,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-3-26,,,,,,,,2,2,,-2,,,,,,2,,,,,,,,,
,tsyvoalaza,2021-3-26,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-3-26,,,,,,,,5,5,,-5,,,,,,,,,,,,,,,
,Sofia,2021-3-26,,,,,,,,12,12,,-12,,,,,,,,,,,,,,,
,Vakinakaratra,2021-3-26,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Vatovavy,2021-3-26,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Madagasikara,2021-3-27,,,,139760,510,510,,161,161,,349,,,23585,23585,,67,21636,,192,6,387,0.6843,0.9174,,
,Antananarivo,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sainte Marie,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fenoarivo Atsinanana,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ihosy,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soanerana Ivongo,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Vavatenina,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Tsiroanomandidy,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Atsiranana,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambilobe,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Nosy Be Hellville,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Port-Berger,2021-3-27,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-3-27,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Mania,2021-3-27,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-3-27,,,,,,,,71,71,,-71,,,,,,3,,,,1,,,,,
,Analanjirofo,2021-3-27,,,,,,,,18,18,,-18,,,,,,2,,,,,,,,,
,Androy,2021-3-27,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-3-27,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsimoandrefana,2021-3-27,,,,,,,,8,8,,-8,,,,,,,,,,,,,,,
,AtsimoAtsinanana,2021-3-27,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-3-27,,,,,,,,12,12,,-12,,,,,,16,,,,,,,,,
,Betsiboka,2021-3-27,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-3-27,,,,,,,,13,13,,-13,,,,,,21,,,,3,,,,,
,Bongolava,2021-3-27,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-3-27,,,,,,,,19,19,,-19,,,,,,4,,,,2,,,,,
,Matsiatra,2021-3-27,,,,,,,,0,0,,0,,,,,,3,,,,,,,,,
,Ihorombe,2021-3-27,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Itasy,2021-3-27,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Melaky,2021-3-27,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-3-27,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,tsyvoalaza,2021-3-27,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-3-27,,,,,,,,12,12,,-12,,,,,,17,,,,,,,,,
,Sofia,2021-3-27,,,,,,,,4,4,,-4,,,,,,,,,,,,,,,
,Vakinakaratra,2021-3-27,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Vatovavy,2021-3-27,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Madagasikara,2021-3-28,,,,141041,1281,1281,,384,384,,897,,,23969,23969,,35,21671,,201,7,394,0.7002,0.9041,,
,Antananarivo,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sainte Marie,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fenoarivo Atsinanana,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ihosy,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soanerana Ivongo,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Vavatenina,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Tsiroanomandidy,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Atsiranana,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambilobe,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Nosy Be Hellville,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Port-Berger,2021-3-28,,,,,,,,,,,0,,,,,,,,,,,,,,,
